Mod:Item:MetaData, Localized Name
minecraft:ender_eye, Eye of Ender
minecraft:speckled_melon, Glistering Melon
minecraft:spawn_egg:50, Spawn Creeper
minecraft:spawn_egg:51, Spawn Skeleton
minecraft:spawn_egg:52, Spawn Spider
minecraft:spawn_egg:54, Spawn Zombie
minecraft:spawn_egg:55, Spawn Slime
minecraft:spawn_egg:56, Spawn Ghast
minecraft:spawn_egg:57, Spawn Zombie Pigman
minecraft:spawn_egg:58, Spawn Enderman
minecraft:spawn_egg:59, Spawn Cave Spider
minecraft:spawn_egg:60, Spawn Silverfish
minecraft:spawn_egg:61, Spawn Blaze
minecraft:spawn_egg:62, Spawn Magma Cube
minecraft:spawn_egg:65, Spawn Bat
minecraft:spawn_egg:66, Spawn Witch
minecraft:spawn_egg:90, Spawn Pig
minecraft:spawn_egg:91, Spawn Sheep
minecraft:spawn_egg:92, Spawn Cow
minecraft:spawn_egg:93, Spawn Chicken
minecraft:spawn_egg:94, Spawn Squid
minecraft:spawn_egg:95, Spawn Wolf
minecraft:spawn_egg:96, Spawn Mooshroom
minecraft:spawn_egg:98, Spawn Ocelot
minecraft:spawn_egg:100, Spawn Horse
minecraft:spawn_egg:120, Spawn Villager
minecraft:spawn_egg:301, Spawn Jungle Spider
minecraft:spawn_egg:302, Spawn Rosester
minecraft:spawn_egg:303, Spawn Glob
minecraft:spawn_egg:304, Spawn Phantom
minecraft:spawn_egg:305, Spawn Wasp
minecraft:spawn_egg:306, Spawn Bird
minecraft:spawn_egg:307, Spawn Pixie
minecraft:spawn_egg:176, Spawn entity.Rock.name
minecraft:spawn_egg:6396, Spawn Demon
minecraft:spawn_egg:6397, Spawn Mandrake
minecraft:spawn_egg:6398, Spawn Treefyd
minecraft:spawn_egg:6399, Spawn Horned Huntsman
minecraft:spawn_egg:6400, Spawn Ent
minecraft:spawn_egg:6401, Spawn Owl
minecraft:spawn_egg:6402, Spawn Toad
minecraft:spawn_egg:6403, Spawn Baba Yaga
minecraft:spawn_egg:6404, Spawn Coven Witch
minecraft:spawn_egg:6405, Spawn Nightmare
minecraft:spawn_egg:6406, Spawn Spectre
minecraft:spawn_egg:6407, Spawn Poltergeist
minecraft:spawn_egg:6408, Spawn Banshee
minecraft:spawn_egg:6409, Spawn Spirit
minecraft:spawn_egg:6410, Spawn Death
minecraft:spawn_egg:6411, Spawn Witch Hunter
minecraft:spawn_egg:6412, Spawn Lord of Torment
minecraft:spawn_egg:6413, Spawn Flame Imp
minecraft:spawn_egg:6414, Spawn Minedrake
minecraft:spawn_egg:6415, Spawn Hobgoblin
minecraft:spawn_egg:6416, Spawn Mog
minecraft:spawn_egg:6417, Spawn Gulg
minecraft:spawn_egg:6418, Spawn Shade of Leonard
minecraft:spawn_egg:6419, Spawn Lost Soul
minecraft:spawn_egg:6420, Spawn Werewolf
minecraft:spawn_egg:6421, Spawn Hellhound
minecraft:spawn_egg:6422, Spawn Villager
minecraft:spawn_egg:6423, Spawn Guard
minecraft:spawn_egg:6424, Spawn Vampire
minecraft:spawn_egg:6425, Spawn Lilith
minecraft:spawn_egg:6426, Spawn Winged Monkey
minecraft:spawn_egg:6427, Spawn Reflection
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, Minecart with TNT
minecraft:hopper_minecart, Minecart with Hopper
BiomesOPlenty:turnip, Turnip
BiomesOPlenty:coral1:11, Kelp
BiomesOPlenty:coral1:12, Pink Coral
BiomesOPlenty:coral1:13, Orange Coral
BiomesOPlenty:coral1:14, Blue Coral
BiomesOPlenty:coral1:15, Glowing Coral
BiomesOPlenty:coral2:8, Algae
BiomesOPlenty:ashStone, Ash Stone
BiomesOPlenty:hardIce, Hardened Ice
BiomesOPlenty:appleLeaves:0, Apple Leaves
BiomesOPlenty:persimmonLeaves:0, Persimmon Leaves
minecraft:iron_horse_armor, Iron Pet Armor
minecraft:golden_horse_armor, Golden Pet Armor
minecraft:diamond_horse_armor, Diamond Pet Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
BiomesOPlenty:moss, Moss
BiomesOPlenty:bamboo, Bamboo
BiomesOPlenty:mudBricks, Mud Bricks
BiomesOPlenty:originGrass, Origin Grass Block
BiomesOPlenty:longGrass, Long Grass Block
BiomesOPlenty:overgrownNetherrack, Overgrown Netherrack
BiomesOPlenty:bopGrass:0, Spectral Moss
BiomesOPlenty:bopGrass:1, Smoldering Grass Block
BiomesOPlenty:newBopGrass:0, Loamy Grass Block
BiomesOPlenty:newBopGrass:1, Sandy Grass Block
BiomesOPlenty:newBopGrass:2, Silty Grass Block
BiomesOPlenty:newBopDirt:0, Loamy Dirt
BiomesOPlenty:newBopDirt:1, Coarse Loamy Dirt
BiomesOPlenty:newBopDirt:2, Sandy Dirt
BiomesOPlenty:newBopDirt:3, Coarse Sandy Dirt
BiomesOPlenty:newBopDirt:4, Silty Dirt
BiomesOPlenty:newBopDirt:5, Coarse Silty Dirt
BiomesOPlenty:newBopFarmland:0, Loamy Farmland
BiomesOPlenty:newBopFarmland:1, Loamy Farmland
BiomesOPlenty:newBopFarmland:2, Sandy Farmland
BiomesOPlenty:newBopFarmland:3, Loamy Farmland
BiomesOPlenty:newBopFarmland:4, Loamy Farmland
BiomesOPlenty:newBopFarmland:5, Loamy Farmland
BiomesOPlenty:logs1:0, Sacred Oak Wood
BiomesOPlenty:logs1:1, Cherry Wood
BiomesOPlenty:logs1:2, Dark Wood
BiomesOPlenty:logs1:3, Fir Wood
BiomesOPlenty:logs2:0, Ethereal Wood
BiomesOPlenty:logs2:1, Magic Wood
BiomesOPlenty:logs2:2, Mangrove Wood
BiomesOPlenty:logs2:3, Palm Wood
BiomesOPlenty:logs3:0, Redwood Wood
BiomesOPlenty:logs3:1, Willow Wood
BiomesOPlenty:logs3:2, Dead Wood
BiomesOPlenty:logs3:3, Giant Flower Stem
BiomesOPlenty:logs4:0, Pine Wood
BiomesOPlenty:logs4:1, Hellbark Wood
BiomesOPlenty:logs4:2, Jacaranda Wood
BiomesOPlenty:logs4:3, Mahogany Wood
BiomesOPlenty:leaves1:0, Yellow Autumn Leaves
BiomesOPlenty:leaves1:1, Bamboo Leaves
BiomesOPlenty:leaves1:2, Magic Leaves
BiomesOPlenty:leaves1:3, Dark Leaves
BiomesOPlenty:leaves2:0, Dying Leaves
BiomesOPlenty:leaves2:1, Fir Leaves
BiomesOPlenty:leaves2:2, Ethereal Leaves
BiomesOPlenty:leaves2:3, Orange Autumn Leaves
BiomesOPlenty:leaves3:0, Origin Leaves
BiomesOPlenty:leaves3:1, Pink Cherry Leaves
BiomesOPlenty:leaves3:2, Maple Leaves
BiomesOPlenty:leaves3:3, White Cherry Leaves
BiomesOPlenty:leaves4:0, Hellbark Leaves
BiomesOPlenty:leaves4:1, Jacaranda Leaves
BiomesOPlenty:petals:0, Giant Red Flower
BiomesOPlenty:petals:1, Giant Yellow Flower
BiomesOPlenty:saplings:0, Apple Sapling
BiomesOPlenty:saplings:1, Yellow Autumn Sapling
BiomesOPlenty:saplings:2, Bamboo Sapling
BiomesOPlenty:saplings:3, Magic Sapling
BiomesOPlenty:saplings:4, Dark Sapling
BiomesOPlenty:saplings:5, Dying Sapling
BiomesOPlenty:saplings:6, Fir Sapling
BiomesOPlenty:saplings:7, Ethereal Sapling
BiomesOPlenty:saplings:8, Orange Autumn Sapling
BiomesOPlenty:saplings:9, Origin Sapling
BiomesOPlenty:saplings:10, Pink Cherry Sapling
BiomesOPlenty:saplings:11, Maple Sapling
BiomesOPlenty:saplings:12, White Cherry Sapling
BiomesOPlenty:saplings:13, Hellbark Sapling
BiomesOPlenty:saplings:14, Jacaranda Sapling
BiomesOPlenty:saplings:15, Persimmon Sapling
BiomesOPlenty:colorizedSaplings:0, Sacred Oak Sapling
BiomesOPlenty:colorizedSaplings:1, Mangrove Sapling
BiomesOPlenty:colorizedSaplings:2, Palm Sapling
BiomesOPlenty:colorizedSaplings:3, Redwood Sapling
BiomesOPlenty:colorizedSaplings:4, Willow Sapling
BiomesOPlenty:colorizedSaplings:5, Pine Sapling
BiomesOPlenty:colorizedSaplings:6, Mahogany Sapling
BiomesOPlenty:colorizedSaplings:7, Flowering Oak Sapling
BiomesOPlenty:hardSand, Hardened Sand
BiomesOPlenty:hardDirt, Hardened Dirt
BiomesOPlenty:biomeBlock, Biome Essence Ore
BiomesOPlenty:crystal, Celestial Crystal
BiomesOPlenty:gemOre:0, Ender Amethyst Ore
BiomesOPlenty:gemOre:1, Block of Amethyst
BiomesOPlenty:gemOre:2, Ruby Ore
BiomesOPlenty:gemOre:3, Block of Ruby
BiomesOPlenty:gemOre:4, Peridot Ore
BiomesOPlenty:gemOre:5, Block of Peridot
BiomesOPlenty:gemOre:6, Topaz Ore
BiomesOPlenty:gemOre:7, Block of Topaz
BiomesOPlenty:gemOre:8, Tanzanite Ore
BiomesOPlenty:gemOre:9, Block of Tanzanite
BiomesOPlenty:gemOre:10, Malachite Ore
BiomesOPlenty:gemOre:11, Block of Malachite
BiomesOPlenty:gemOre:12, Sapphire Ore
BiomesOPlenty:gemOre:13, Block of Sapphire
BiomesOPlenty:gemOre:14, Amber Ore
BiomesOPlenty:gemOre:15, Block of Amber
BiomesOPlenty:cragRock, Crag Rock
BiomesOPlenty:hive:0, Honeycomb Block
BiomesOPlenty:hive:1, Hive Block
BiomesOPlenty:hive:2, Empty Honeycomb Block
BiomesOPlenty:hive:3, Filled Honeycomb Block
BiomesOPlenty:honeyBlock, Honey Block
BiomesOPlenty:bones:0, Small Bone Segment
BiomesOPlenty:bones:1, Medium Bone Segment
BiomesOPlenty:bones:2, Large Bone Segment
BiomesOPlenty:grave:0, Gravestone
BiomesOPlenty:planks:0, Sacred Oak Wood Planks
BiomesOPlenty:planks:1, Cherry Wood Planks
BiomesOPlenty:planks:2, Dark Wood Planks
BiomesOPlenty:planks:3, Fir Wood Planks
BiomesOPlenty:planks:4, Ethereal Wood Planks
BiomesOPlenty:planks:5, Magic Wood Planks
BiomesOPlenty:planks:6, Mangrove Wood Planks
BiomesOPlenty:planks:7, Palm Wood Planks
BiomesOPlenty:planks:8, Redwood Wood Planks
BiomesOPlenty:planks:9, Willow Wood Planks
BiomesOPlenty:planks:10, Bamboo Thatching
BiomesOPlenty:planks:11, Pine Wood Planks
BiomesOPlenty:planks:12, Hellbark Wood Planks
BiomesOPlenty:planks:13, Jacaranda Wood Planks
BiomesOPlenty:planks:14, Mahogany Wood Planks
BiomesOPlenty:woodenSingleSlab1:0, Sacred Oak Wood Slab
BiomesOPlenty:woodenSingleSlab1:1, Cherry Wood Slab
BiomesOPlenty:woodenSingleSlab1:2, Dark Wood Slab
BiomesOPlenty:woodenSingleSlab1:3, Fir Wood Slab
BiomesOPlenty:woodenSingleSlab1:4, Ethereal Wood Slab
BiomesOPlenty:woodenSingleSlab1:5, Magic Wood Slab
BiomesOPlenty:woodenSingleSlab1:6, Mangrove Wood Slab
BiomesOPlenty:woodenSingleSlab1:7, Palm Wood Slab
BiomesOPlenty:woodenDoubleSlab1:0, Sacred Oak Wood Slab
BiomesOPlenty:woodenDoubleSlab1:1, Cherry Wood Slab
BiomesOPlenty:woodenDoubleSlab1:2, Dark Wood Slab
BiomesOPlenty:woodenDoubleSlab1:3, Fir Wood Slab
BiomesOPlenty:woodenDoubleSlab1:4, Ethereal Wood Slab
BiomesOPlenty:woodenDoubleSlab1:5, Magic Wood Slab
BiomesOPlenty:woodenDoubleSlab1:6, Mangrove Wood Slab
BiomesOPlenty:woodenDoubleSlab1:7, Palm Wood Slab
BiomesOPlenty:woodenSingleSlab2:0, Redwood Wood Slab
BiomesOPlenty:woodenSingleSlab2:1, Willow Wood Slab
BiomesOPlenty:woodenSingleSlab2:2, Pine Wood Slab
BiomesOPlenty:woodenSingleSlab2:3, Hellbark Wood Slab
BiomesOPlenty:woodenSingleSlab2:4, Jacaranda Wood Slab
BiomesOPlenty:woodenDoubleSlab2:0, Redwood Wood Slab
BiomesOPlenty:woodenDoubleSlab2:1, Willow Wood Slab
BiomesOPlenty:woodenDoubleSlab2:2, Pine Wood Slab
BiomesOPlenty:woodenDoubleSlab2:3, Hellbark Wood Slab
BiomesOPlenty:woodenDoubleSlab2:4, Jacaranda Wood Slab
BiomesOPlenty:stoneSingleSlab:0, Mud Bricks Slab
BiomesOPlenty:stoneDoubleSlab:0, Mud Bricks Slab
BiomesOPlenty:sacredoakStairs, Sacred Oak Wood Stairs
BiomesOPlenty:cherryStairs, Cherry Wood Stairs
BiomesOPlenty:darkStairs, Dark Wood Stairs
BiomesOPlenty:firStairs, Fir Wood Stairs
BiomesOPlenty:etherealStairs, Ethereal Wood Stairs
BiomesOPlenty:magicStairs, Magic Wood Stairs
BiomesOPlenty:mangroveStairs, Mangrove Wood Stairs
BiomesOPlenty:palmStairs, Palm Wood Stairs
BiomesOPlenty:redwoodStairs, Redwood Wood Stairs
BiomesOPlenty:willowStairs, Willow Wood Stairs
BiomesOPlenty:pineStairs, Pine Wood Stairs
BiomesOPlenty:hellBarkStairs, Hellbark Wood Stairs
BiomesOPlenty:jacarandaStairs, Jacaranda Wood Stairs
BiomesOPlenty:mahoganyStairs, Mahogany Wood Stairs
BiomesOPlenty:mudBricksStairs, Mud Bricks Stairs
BiomesOPlenty:colorizedLeaves1:0, Sacred Oak Leaves
BiomesOPlenty:colorizedLeaves1:1, Mangrove Leaves
BiomesOPlenty:colorizedLeaves1:2, Palm Leaves
BiomesOPlenty:colorizedLeaves1:3, Redwood Leaves
BiomesOPlenty:colorizedLeaves2:0, Willow Leaves
BiomesOPlenty:colorizedLeaves2:1, Pine Leaves
BiomesOPlenty:colorizedLeaves2:2, Mahogany Leaves
BiomesOPlenty:colorizedLeaves2:3, Flowering Oak Leaves
BiomesOPlenty:poison, Poison
BiomesOPlenty:hell_blood, Blood
BiomesOPlenty:honey, Honey
AWWayofTime:Altar, Blood Altar
AWWayofTime:AlchemicalWizardrybloodRune:0, Blood Rune
AWWayofTime:AlchemicalWizardrybloodRune:1, Rune of Augmented Capacity
AWWayofTime:AlchemicalWizardrybloodRune:2, Rune of Dislocation
AWWayofTime:AlchemicalWizardrybloodRune:3, Rune of the Orb
AWWayofTime:AlchemicalWizardrybloodRune:4, Rune of Superior Capacity
AWWayofTime:AlchemicalWizardrybloodRune:5, Rune of Acceleration
AWWayofTime:lifeEssence, Life Essence
AWWayofTime:speedRune, Speed Rune
AWWayofTime:efficiencyRune, Efficiency Rune
AWWayofTime:runeOfSacrifice, Rune of Sacrifice
AWWayofTime:runeOfSelfSacrifice, Rune of Self-Sacrifice
AWWayofTime:ritualStone, Ritual Stone
AWWayofTime:masterStone, Master Ritual Stone
AWWayofTime:bloodSocket, Filled Socket
AWWayofTime:imperfectRitualStone, Imperfect Ritual Stone
AWWayofTime:armourForge, Soul Armour Forge
AWWayofTime:emptySocket, Empty Socket
AWWayofTime:bloodStoneBrick, Bloodstone Brick
AWWayofTime:largeBloodStoneBrick, Large Bloodstone Brick
AWWayofTime:blockWritingTable, Alchemic Chemistry Set
AWWayofTime:blockHomHeart, Spell Table
AWWayofTime:blockPedestal, Arcane Pedestal
AWWayofTime:blockPlinth, Arcane Plinth
AWWayofTime:blockTeleposer, Teleposer
AWWayofTime:spectralBlock, Spectral Block
AWWayofTime:bloodLight, Blood Light
AWWayofTime:blockConduit, Spell Conduit
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:0, Particle Generator
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:1, Self Augmentator
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:2, Melee Aggregator
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:3, Tool Forger
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:0, Unstable Spell Empowerer
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:1, Standard Spell Empowerer
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:2, Reinforced Spell Empowerer
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:3, Imbued Spell Empowerer
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:4, Demonic Spell Empowerer
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:5, Unstable Spell Dampener
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:6, Standard Spell Dampener
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:7, Reinforced Spell Dampener
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:8, Imbued Spell Dampener
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:9, Demonic Spell Dampener
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:10, Unstable Spell Augmentor
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:11, Standard Spell Augmentor
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:12, Reinforced Spell Augmentor
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:13, Imbued Spell Augmentor
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:14, Demonic Spell Augmentor
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:0, Default Spell Modifier
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:1, Offensive Spell Modifier
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:2, Defensive Spell Modifier
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:3, Environmental Spell Modifier
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:0, Crucible of Fire
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:1, Ice Maker
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:2, Wind Generator
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:3, Earth Former
AWWayofTime:spectralContainer, Spectral Container
AWWayofTime:demonPortalMain, Demon Portal
AWWayofTime:blockSchemSaver, Schematic Saver
AWWayofTime:blockReagentConduit, Alchemy Relay
AWWayofTime:blockAlchemicCalcinator, Alchemic Calcinator
AWWayofTime:blockCrystalBelljar:0, Crystal Belljar
AWWayofTime:blockDemonChest, Demon's Chest
AWWayofTime:blockCrystal:0, Crystal Cluster
AWWayofTime:blockCrystal:1, Crystal Cluster Brick
AWWayofTime:blockMimic, Mimic Block
AWWayofTime:blockEnchantmentGlyph:0, Glyph of the Adept Enchanter
AWWayofTime:blockEnchantmentGlyph:1, Glyph of Arcane Potential
AWWayofTime:blockStabilityGlyph:0, Glyph of Rigid Stability
AWWayofTime:blockCrucible, Incense Crucible
Thaumcraft:blockFluxGoo:0, Flux Goo
Thaumcraft:blockFluxGas:0, Flux Gas
Thaumcraft:blockFluidPure, Purifying Fluid
Thaumcraft:blockFluidDeath, Liquid Death
Thaumcraft:blockCustomOre:0, Cinnabar Ore
Thaumcraft:blockCustomOre:1, Air Infused Stone
Thaumcraft:blockCustomOre:2, Fire Infused Stone
Thaumcraft:blockCustomOre:3, Water Infused Stone
Thaumcraft:blockCustomOre:4, Earth Infused Stone
Thaumcraft:blockCustomOre:5, Order Infused Stone
Thaumcraft:blockCustomOre:6, Entropy Infused Stone
Thaumcraft:blockCustomOre:7, Amber Bearing Stone
Thaumcraft:blockMagicalLog:0, Greatwood Log
Thaumcraft:blockMagicalLog:1, Silverwood Log
Thaumcraft:blockMagicalLeaves:0, Greatwood Leaves
Thaumcraft:blockMagicalLeaves:1, Silverwood Leaves
Thaumcraft:blockCustomPlant:0, Greatwood Sapling
Thaumcraft:blockCustomPlant:1, Silverwood Sapling
Thaumcraft:blockCustomPlant:2, Shimmerleaf
Thaumcraft:blockCustomPlant:3, Cinderpearl
Thaumcraft:blockCustomPlant:4, Ethereal Bloom
Thaumcraft:blockCustomPlant:5, Vishroom
Thaumcraft:blockTaint:0, Crusted Taint
Thaumcraft:blockTaint:1, Tainted Soil
Thaumcraft:blockTaint:2, Block of Flesh
Thaumcraft:blockTaintFibres:0, Fibrous Taint
Thaumcraft:blockTaintFibres:1, Tainted Grass
Thaumcraft:blockTaintFibres:2, Tainted Plant
Thaumcraft:blockTaintFibres:3, Spore Stalk
Thaumcraft:blockCosmeticOpaque:0, Amber Block
Thaumcraft:blockCosmeticOpaque:1, Amber Bricks
Thaumcraft:blockCosmeticOpaque:2, Warded Glass
Thaumcraft:blockCosmeticSolid:0, Obsidian Totem
Thaumcraft:blockCosmeticSolid:1, Obsidian Tile
Thaumcraft:blockCosmeticSolid:2, Paving Stone of Travel
Thaumcraft:blockCosmeticSolid:3, Paving Stone of Warding
Thaumcraft:blockCosmeticSolid:4, Thaumium Block
Thaumcraft:blockCosmeticSolid:5, Tallow Block
Thaumcraft:blockCosmeticSolid:6, Arcane Stone Block
Thaumcraft:blockCosmeticSolid:7, Arcane Stone Bricks
Thaumcraft:blockCosmeticSolid:8, Charged Obsidian Totem
Thaumcraft:blockCosmeticSolid:9, Golem Fetter
Thaumcraft:blockCosmeticSolid:11, Ancient Stone
Thaumcraft:blockCosmeticSolid:12, Ancient Rock
Thaumcraft:blockCosmeticSolid:14, Crusted Stone
Thaumcraft:blockCosmeticSolid:15, Ancient Stone Pedestal
Thaumcraft:blockCrystal:0, Air Crystal Cluster
Thaumcraft:blockCrystal:1, Fire Crystal Cluster
Thaumcraft:blockCrystal:2, Water Crystal Cluster
Thaumcraft:blockCrystal:3, Earth Crystal Cluster
Thaumcraft:blockCrystal:4, Order Crystal Cluster
Thaumcraft:blockCrystal:5, Entropy Crystal Cluster
Thaumcraft:blockCrystal:6, Mixed Crystal Cluster
Thaumcraft:blockTube:0, Essentia Tube
Thaumcraft:blockTube:1, Essentia Valve
Thaumcraft:blockTube:2, Alchemical Centrifuge
Thaumcraft:blockTube:3, Filtered Essentia Tube
Thaumcraft:blockTube:4, Essentia Buffer
Thaumcraft:blockTube:5, Restricted Essentia Tube
Thaumcraft:blockTube:6, Directional Essentia Tube
Thaumcraft:blockTube:7, Essentia Crystallizer
Thaumcraft:blockMetalDevice:0, Crucible
